Year,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969
SU_BFL_Dur_Fl,148.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,138.0,nan,nan,nan,nan,154.0,14.0,nan,nan,nan
SU_BFL_Dur_Wet,168.0,140.0,181.0,188.0,162.0,217.0,197.0,167.0,212.0,201.0,193.0,nan,125.0,148.0,178.0,156.0,130.0,112.0,184.0,190.0
SU_BFL_No_Flow,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,5.0,0.0,3.0,nan,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
FAFL_Tim,nan,335.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,340.0,286.0,nan,nan,nan,334.0,278.0,nan,nan
FAFL_Mag,nan,11799.755782107797,nan,nan,nan,nan,nan,nan,nan,nan,nan,600.0008075649828,67199.45191543867,nan,nan,nan,4880.017528777608,759.9993992297062,nan,nan
FAFL_Tim_Wet,315.0,355.0,1.0,27.0,7.0,345.0,48.0,24.0,10.0,27.0,23.0,30.0,nan,317.0,347.0,2.0,336.0,29.0,7.0,7.0
FAFL_Dur,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.0,5.0,nan,nan,nan,5.0,3.0,nan,nan
Wet_BFL_Mag,1227.0,1645.0,1521.0,1259.0,892.0,2345.0,870.0,1372.0000000000002,695.0,719.0,505.0,680.0,nan,836.2,1814.0,834.8000000000001,833.0,480.0,1310.0,726.0
WIN_Tim_2,048063067074109113127,089123220230,100104110208,159,-99999,079105114117145,146155229,134138141146182230234,-99999,130158,-99999,132136,012122187196,-99999,081095115,-99999,112120166,142,111116,107118120
WIN_Dur_2,3.0,2.0,2.0,2.0,nan,1.0,3.0,2.0,nan,2.0,nan,1.5,2.5,nan,4.0,nan,2.0,4.0,3.5,2.0
WIN_Fre_2,7.0,4.0,4.0,1.0,0.0,5.0,3.0,7.0,0.0,2.0,0.0,2.0,4.0,0.0,3.0,0.0,3.0,1.0,2.0,3.0
WIN_Mag_2,23900.0,16000.0,16500.0,23900.0,nan,15400.0,26200.0,14200.0,nan,38500.0,nan,23850.0,44350.0,nan,34100.0,nan,23100.0,17800.0,31650.0,16600.0
WIN_Tim_5,048063074109113127134,061088116123139188200204,100104110208231261,135140159186209,-99999,079096105112145216233,146155229,121134146171180203216226245,139,130158,-99999,132135,012063122178187195216229238240,-99999,081095115197201,-99999,063065112120166231255257,142,110116134137226,084105107120
WIN_Dur_5,3.0,3.0,2.0,2.0,nan,6.0,4.0,4.0,3.0,2.5,nan,3.0,3.0,nan,4.0,nan,3.0,5.0,5.0,1.5
WIN_Fre_5,7.0,8.0,6.0,5.0,0.0,7.0,3.0,9.0,1.0,2.0,0.0,2.0,10.0,0.0,5.0,0.0,8.0,1.0,5.0,4.0
WIN_Mag_5,22700.0,11450.0,16050.0,9800.0,nan,14700.0,26200.0,12300.0,12700.0,38500.0,nan,23850.0,12000.0,nan,14100.0,nan,11650.0,17800.0,12500.0,12850.0
WIN_Tim_10,048063109112126215222,061064087106116123138179259,100109170208217230249257,114135139159186208,220,079096102104144215229,146155229238243,121125130134171180193212255257,104139,129157164179,-99999,132195219,012063076122135178187195212227,045112,081197226,-99999,062065112119166220227248,140142164,104110186207225,084105139
WIN_Dur_10,7.0,5.0,4.5,2.5,1.0,9.0,5.0,6.0,2.0,2.5,nan,3.0,5.0,1.0,18.0,nan,5.0,1.0,7.0,1.0
WIN_Fre_10,7.0,9.0,8.0,6.0,1.0,7.0,5.0,10.0,2.0,4.0,0.0,3.0,10.0,2.0,3.0,0.0,8.0,3.0,5.0,3.0
WIN_Mag_10,15500.0,11100.0,9725.0,9710.0,6620.0,13200.0,13700.0,9455.0,10595.0,11060.0,nan,7330.0,12000.0,7095.0,13100.0,nan,11650.0,7770.0,8910.0,10000.0
WIN_Tim_20,048063109126156164186209215,061087103115157166176,099169185203,114135139159185216,203217231241,079142155174191203262,145196199217229,117121165170,104138,129156175224245,132175185,131152156183213241,012063076122178187,045054112184,080177190194197,096164180221,059062112166187199205216,139164168,085104110181204206221,084105134146151157
WIN_Dur_20,17.0,7.0,12.0,8.0,4.0,10.0,4.0,19.5,4.0,7.0,2.0,9.0,5.5,1.0,3.0,2.0,7.0,1.0,8.0,6.5
WIN_Fre_20,9.0,7.0,4.0,6.0,4.0,7.0,5.0,4.0,2.0,5.0,3.0,6.0,6.0,4.0,5.0,4.0,8.0,3.0,7.0,6.0
WIN_Mag_20,8600.0,11800.0,11390.0,9340.0,4515.0,4800.0,4420.0,10980.0,10595.0,7090.0,4150.0,6285.0,16700.0,5785.0,4390.0,4215.0,8700.0,6940.0,8540.0,6140.0
WIN_Tim_50,048,061,088,111,093107118122139148,079,145,080,103116132,127,128153156,131,011040105121,045080109,074,085088116120,059111315,108,078,084104179209240252292362364
WIN_Dur_50,221.0,248.0,206.0,154.0,6.5,204.0,129.0,207.0,13.0,136.0,24.0,142.0,45.5,32.0,210.0,14.0,33.0,146.0,188.0,11.0
WIN_Fre_50,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,4.0,3.0,1.0,4.0,3.0,1.0,1.0,9.0
WIN_Mag_50,65400.0,29000.0,34600.0,23900.0,1310.0,122000.0,27400.0,32400.0,8490.0,62500.0,4150.0,29100.0,39550.0,6610.0,124000.0,2635.0,11500.0,17800.0,32400.0,2880.0
